SCAL,NGEN,NBPS,REPL,MTHD,NL,I1,I2,FN,FP,RF
1X,25,500,R9,treeqmc_n0_v1.0.0,48,45,45,17,17,0.377778
1X,500,500,R10,treeqmc_n0_v1.0.0,48,45,45,6,6,0.133333
1X,500,500,R11,treeqmc_n0_v1.0.0,48,45,45,7,7,0.155556
1X,500,500,R12,treeqmc_n0_v1.0.0,48,45,45,10,10,0.222222
1X,500,500,R13,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
1X,500,500,R14,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
1X,500,500,R15,treeqmc_n0_v1.0.0,48,45,45,7,7,0.155556
1X,500,500,R16,treeqmc_n0_v1.0.0,48,45,45,10,10,0.222222
1X,500,500,R17,treeqmc_n0_v1.0.0,48,45,45,6,6,0.133333
1X,500,500,R18,treeqmc_n0_v1.0.0,48,45,45,9,9,0.200000
1X,500,500,R19,treeqmc_n0_v1.0.0,48,45,45,4,4,0.088889
1X,500,500,R1,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
1X,500,500,R20,treeqmc_n0_v1.0.0,48,45,45,6,6,0.133333
1X,500,500,R2,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
1X,500,500,R3,treeqmc_n0_v1.0.0,48,45,45,7,7,0.155556
1X,500,500,R4,treeqmc_n0_v1.0.0,48,45,45,6,6,0.133333
1X,500,500,R5,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
1X,500,500,R6,treeqmc_n0_v1.0.0,48,45,45,7,7,0.155556
1X,500,500,R7,treeqmc_n0_v1.0.0,48,45,45,6,6,0.133333
1X,500,500,R8,treeqmc_n0_v1.0.0,48,45,45,4,4,0.088889
1X,500,500,R9,treeqmc_n0_v1.0.0,48,45,45,7,7,0.155556
1X,500,true,R10,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R11,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R12,treeqmc_n0_v1.0.0,48,45,45,4,4,0.088889
1X,500,true,R13,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
1X,500,true,R14,treeqmc_n0_v1.0.0,48,45,45,2,2,0.044444
1X,500,true,R15,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R16,treeqmc_n0_v1.0.0,48,45,45,2,2,0.044444
1X,500,true,R17,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
1X,500,true,R18,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R19,treeqmc_n0_v1.0.0,48,45,45,4,4,0.088889
1X,500,true,R1,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R20,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
1X,500,true,R2,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
1X,500,true,R3,treeqmc_n0_v1.0.0,48,45,45,4,4,0.088889
1X,500,true,R4,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
1X,500,true,R5,treeqmc_n0_v1.0.0,48,45,45,2,2,0.044444
1X,500,true,R6,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R7,treeqmc_n0_v1.0.0,48,45,45,0,0,0.000000
1X,500,true,R8,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
1X,500,true,R9,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
1X,50,500,R10,treeqmc_n0_v1.0.0,48,45,45,13,13,0.288889
1X,50,500,R11,treeqmc_n0_v1.0.0,48,45,45,16,16,0.355556
1X,50,500,R12,treeqmc_n0_v1.0.0,48,45,45,11,11,0.244444
1X,50,500,R13,treeqmc_n0_v1.0.0,48,45,45,15,15,0.333333
1X,50,500,R14,treeqmc_n0_v1.0.0,48,45,45,17,17,0.377778
1X,50,500,R15,treeqmc_n0_v1.0.0,48,45,45,12,12,0.266667
1X,50,500,R16,treeqmc_n0_v1.0.0,48,45,45,15,15,0.333333
1X,50,500,R17,treeqmc_n0_v1.0.0,48,45,45,18,18,0.400000
1X,50,500,R18,treeqmc_n0_v1.0.0,48,45,45,14,14,0.311111
1X,50,500,R19,treeqmc_n0_v1.0.0,48,45,45,13,13,0.288889
1X,50,500,R1,treeqmc_n0_v1.0.0,48,45,45,14,14,0.311111
1X,50,500,R20,treeqmc_n0_v1.0.0,48,45,45,14,14,0.311111
1X,50,500,R2,treeqmc_n0_v1.0.0,48,45,45,15,15,0.333333
1X,50,500,R3,treeqmc_n0_v1.0.0,48,45,45,18,18,0.400000
1X,50,500,R4,treeqmc_n0_v1.0.0,48,45,45,15,15,0.333333
1X,50,500,R5,treeqmc_n0_v1.0.0,48,45,45,12,12,0.266667
1X,50,500,R6,treeqmc_n0_v1.0.0,48,45,45,14,14,0.311111
1X,50,500,R7,treeqmc_n0_v1.0.0,48,45,45,12,12,0.266667
1X,50,500,R8,treeqmc_n0_v1.0.0,48,45,45,14,14,0.311111
1X,50,500,R9,treeqmc_n0_v1.0.0,48,45,45,16,16,0.355556
1X,50,true,R10,treeqmc_n0_v1.0.0,48,45,45,9,9,0.200000
1X,50,true,R11,treeqmc_n0_v1.0.0,48,45,45,7,7,0.155556
1X,50,true,R12,treeqmc_n0_v1.0.0,48,45,45,11,11,0.244444
1X,50,true,R13,treeqmc_n0_v1.0.0,48,45,45,7,7,0.155556
1X,50,true,R14,treeqmc_n0_v1.0.0,48,45,45,12,12,0.266667
1X,50,true,R15,treeqmc_n0_v1.0.0,48,45,45,10,10,0.222222
1X,50,true,R16,treeqmc_n0_v1.0.0,48,45,45,9,9,0.200000
1X,50,true,R17,treeqmc_n0_v1.0.0,48,45,45,6,6,0.133333
1X,50,true,R18,treeqmc_n0_v1.0.0,48,45,45,9,9,0.200000
1X,50,true,R19,treeqmc_n0_v1.0.0,48,45,45,11,11,0.244444
1X,50,true,R1,treeqmc_n0_v1.0.0,48,45,45,10,10,0.222222
1X,50,true,R20,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
1X,50,true,R2,treeqmc_n0_v1.0.0,48,45,45,9,9,0.200000
1X,50,true,R3,treeqmc_n0_v1.0.0,48,45,45,9,9,0.200000
1X,50,true,R4,treeqmc_n0_v1.0.0,48,45,45,9,9,0.200000
1X,50,true,R5,treeqmc_n0_v1.0.0,48,45,45,6,6,0.133333
1X,50,true,R6,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
1X,50,true,R7,treeqmc_n0_v1.0.0,48,45,45,8,8,0.177778
1X,50,true,R8,treeqmc_n0_v1.0.0,48,45,45,11,11,0.244444
1X,50,true,R9,treeqmc_n0_v1.0.0,48,45,45,8,8,0.177778
2X,1000,500,R10,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,500,R11,treeqmc_n0_v1.0.0,48,45,45,4,4,0.088889
2X,1000,500,R12,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
2X,1000,500,R13,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,500,R14,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
2X,1000,500,R15,treeqmc_n0_v1.0.0,48,45,45,2,2,0.044444
2X,1000,500,R16,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
2X,1000,500,R17,treeqmc_n0_v1.0.0,48,45,45,2,2,0.044444
2X,1000,500,R18,treeqmc_n0_v1.0.0,48,45,45,4,4,0.088889
2X,1000,500,R19,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
2X,1000,500,R1,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
2X,1000,500,R20,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
2X,1000,500,R2,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,500,R3,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
2X,1000,500,R4,treeqmc_n0_v1.0.0,48,45,45,5,5,0.111111
2X,1000,500,R5,treeqmc_n0_v1.0.0,48,45,45,4,4,0.088889
2X,1000,500,R6,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,500,R7,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
2X,1000,500,R8,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,500,R9,treeqmc_n0_v1.0.0,48,45,45,2,2,0.044444
2X,1000,true,R10,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,true,R11,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,true,R12,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,true,R13,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,true,R14,treeqmc_n0_v1.0.0,48,45,45,3,3,0.066667
2X,1000,true,R15,treeqmc_n0_v1.0.0,48,45,45,2,2,0.044444
2X,1000,true,R16,treeqmc_n0_v1.0.0,48,45,45,0,0,0.000000
2X,1000,true,R17,treeqmc_n0_v1.0.0,48,45,45,2,2,0.044444
2X,1000,true,R18,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,true,R19,treeqmc_n0_v1.0.0,48,45,45,0,0,0.000000
2X,1000,true,R1,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,true,R20,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,true,R2,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,true,R3,treeqmc_n0_v1.0.0,48,45,45,0,0,0.000000
2X,1000,true,R4,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,true,R5,treeqmc_n0_v1.0.0,48,45,45,1,1,0.022222
2X,1000,true,R6,treeqmc_n0_v1.0.0,48,45,45,0,0,0.000000
2X,1000,true,R7,treeqmc_n0_v1.0.0,48,45,45,0,0,0.000000
2X,1000,true,R8,treeqmc_n0_v1.0.0,48,45,45,0,0,0.000000
2X,1000,true,R9,treeqmc_n0_v1.0.0,48,45,45,0,0,0.000000
0.5X,1000,500,R10,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
0.5X,1000,500,R11,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
0.5X,1000,500,R12,treeqmc_n1_v1.0.0,48,45,45,8,8,0.177778
0.5X,1000,500,R13,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
0.5X,1000,500,R14,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
0.5X,1000,500,R15,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
0.5X,1000,500,R16,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
0.5X,1000,500,R17,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
0.5X,1000,500,R18,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
0.5X,1000,500,R19,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
0.5X,1000,500,R1,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
0.5X,1000,500,R20,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
0.5X,1000,500,R2,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
0.5X,1000,500,R3,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
0.5X,1000,500,R4,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
0.5X,1000,500,R5,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
0.5X,1000,500,R6,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
0.5X,1000,500,R7,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
0.5X,1000,500,R8,treeqmc_n1_v1.0.0,48,45,45,7,7,0.155556
0.5X,1000,500,R9,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
0.5X,1000,true,R10,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
0.5X,1000,true,R11,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
0.5X,1000,true,R12,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
0.5X,1000,true,R13,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
0.5X,1000,true,R14,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
0.5X,1000,true,R15,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
0.5X,1000,true,R16,treeqmc_n1_v1.0.0,48,45,45,0,0,0.000000
0.5X,1000,true,R17,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
0.5X,1000,true,R18,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
0.5X,1000,true,R19,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
0.5X,1000,true,R1,treeqmc_n1_v1.0.0,48,45,45,0,0,0.000000
0.5X,1000,true,R20,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
0.5X,1000,true,R2,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
0.5X,1000,true,R3,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
0.5X,1000,true,R4,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
0.5X,1000,true,R5,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
0.5X,1000,true,R6,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
0.5X,1000,true,R7,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
0.5X,1000,true,R8,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
0.5X,1000,true,R9,treeqmc_n1_v1.0.0,48,45,45,0,0,0.000000
1X,1000,500,R10,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,1000,500,R11,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,500,R12,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,1000,500,R13,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,1000,500,R14,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,1000,500,R15,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,1000,500,R16,treeqmc_n1_v1.0.0,48,45,45,0,0,0.000000
1X,1000,500,R17,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,1000,500,R18,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,1000,500,R19,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,1000,500,R1,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,1000,500,R20,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,500,R2,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,500,R3,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,1000,500,R4,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,1000,500,R5,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,1000,500,R6,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,1000,500,R7,treeqmc_n1_v1.0.0,48,45,45,0,0,0.000000
1X,1000,500,R8,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,1000,500,R9,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,1000,true,R10,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,1000,true,R11,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,true,R12,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,true,R13,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,true,R14,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,true,R15,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,1000,true,R16,treeqmc_n1_v1.0.0,48,45,45,0,0,0.000000
1X,1000,true,R17,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,1000,true,R18,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,true,R19,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,1000,true,R1,treeqmc_n1_v1.0.0,48,45,45,0,0,0.000000
1X,1000,true,R20,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,true,R2,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,true,R3,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,1000,true,R4,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,1000,true,R5,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,true,R6,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,1000,true,R7,treeqmc_n1_v1.0.0,48,45,45,0,0,0.000000
1X,1000,true,R8,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,1000,true,R9,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,100,500,R10,treeqmc_n1_v1.0.0,48,45,45,7,7,0.155556
1X,100,500,R11,treeqmc_n1_v1.0.0,48,45,45,7,7,0.155556
1X,100,500,R12,treeqmc_n1_v1.0.0,48,45,45,10,10,0.222222
1X,100,500,R13,treeqmc_n1_v1.0.0,48,45,45,14,14,0.311111
1X,100,500,R14,treeqmc_n1_v1.0.0,48,45,45,9,9,0.200000
1X,100,500,R15,treeqmc_n1_v1.0.0,48,45,45,10,10,0.222222
1X,100,500,R16,treeqmc_n1_v1.0.0,48,45,45,12,12,0.266667
1X,100,500,R17,treeqmc_n1_v1.0.0,48,45,45,11,11,0.244444
1X,100,500,R18,treeqmc_n1_v1.0.0,48,45,45,11,11,0.244444
1X,100,500,R19,treeqmc_n1_v1.0.0,48,45,45,11,11,0.244444
1X,100,500,R1,treeqmc_n1_v1.0.0,48,45,45,11,11,0.244444
1X,100,500,R20,treeqmc_n1_v1.0.0,48,45,45,9,9,0.200000
1X,100,500,R2,treeqmc_n1_v1.0.0,48,45,45,10,10,0.222222
1X,100,500,R3,treeqmc_n1_v1.0.0,48,45,45,13,13,0.288889
1X,100,500,R4,treeqmc_n1_v1.0.0,48,45,45,12,12,0.266667
1X,100,500,R5,treeqmc_n1_v1.0.0,48,45,45,11,11,0.244444
1X,100,500,R6,treeqmc_n1_v1.0.0,48,45,45,11,11,0.244444
1X,100,500,R7,treeqmc_n1_v1.0.0,48,45,45,11,11,0.244444
1X,100,500,R8,treeqmc_n1_v1.0.0,48,45,45,10,10,0.222222
1X,100,500,R9,treeqmc_n1_v1.0.0,48,45,45,8,8,0.177778
1X,100,true,R10,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,100,true,R11,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,100,true,R12,treeqmc_n1_v1.0.0,48,45,45,7,7,0.155556
1X,100,true,R13,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,100,true,R14,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,100,true,R15,treeqmc_n1_v1.0.0,48,45,45,7,7,0.155556
1X,100,true,R16,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,100,true,R17,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,100,true,R18,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,100,true,R19,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,100,true,R1,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,100,true,R20,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,100,true,R2,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,100,true,R3,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,100,true,R4,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,100,true,R5,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,100,true,R6,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,100,true,R7,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,100,true,R8,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,100,true,R9,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,200,500,R10,treeqmc_n1_v1.0.0,48,45,45,7,7,0.155556
1X,200,500,R11,treeqmc_n1_v1.0.0,48,45,45,7,7,0.155556
1X,200,500,R12,treeqmc_n1_v1.0.0,48,45,45,8,8,0.177778
1X,200,500,R13,treeqmc_n1_v1.0.0,48,45,45,7,7,0.155556
1X,200,500,R14,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,200,500,R15,treeqmc_n1_v1.0.0,48,45,45,8,8,0.177778
1X,200,500,R16,treeqmc_n1_v1.0.0,48,45,45,7,7,0.155556
1X,200,500,R17,treeqmc_n1_v1.0.0,48,45,45,10,10,0.222222
1X,200,500,R18,treeqmc_n1_v1.0.0,48,45,45,11,11,0.244444
1X,200,500,R19,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,200,500,R1,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,200,500,R20,treeqmc_n1_v1.0.0,48,45,45,11,11,0.244444
1X,200,500,R2,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,200,500,R3,treeqmc_n1_v1.0.0,48,45,45,12,12,0.266667
1X,200,500,R4,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,200,500,R5,treeqmc_n1_v1.0.0,48,45,45,9,9,0.200000
1X,200,500,R6,treeqmc_n1_v1.0.0,48,45,45,9,9,0.200000
1X,200,500,R7,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,200,500,R8,treeqmc_n1_v1.0.0,48,45,45,9,9,0.200000
1X,200,500,R9,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,200,true,R10,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,200,true,R11,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,200,true,R12,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,200,true,R13,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,200,true,R14,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,200,true,R15,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,200,true,R16,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,200,true,R17,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,200,true,R18,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,200,true,R19,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,200,true,R1,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,200,true,R20,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,200,true,R2,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,200,true,R3,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,200,true,R4,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,200,true,R5,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,200,true,R6,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,200,true,R7,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,200,true,R8,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,200,true,R9,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,25,500,R10,treeqmc_n1_v1.0.0,48,45,45,12,12,0.266667
1X,25,500,R11,treeqmc_n1_v1.0.0,48,45,45,17,17,0.377778
1X,25,500,R12,treeqmc_n1_v1.0.0,48,45,45,11,11,0.244444
1X,25,500,R13,treeqmc_n1_v1.0.0,48,45,45,18,18,0.400000
1X,25,500,R14,treeqmc_n1_v1.0.0,48,45,45,13,13,0.288889
1X,25,500,R15,treeqmc_n1_v1.0.0,48,45,45,18,18,0.400000
1X,25,500,R16,treeqmc_n1_v1.0.0,48,45,45,15,15,0.333333
1X,25,500,R17,treeqmc_n1_v1.0.0,48,45,45,18,18,0.400000
1X,25,500,R18,treeqmc_n1_v1.0.0,48,45,45,15,15,0.333333
1X,25,500,R19,treeqmc_n1_v1.0.0,48,45,45,14,14,0.311111
1X,25,500,R1,treeqmc_n1_v1.0.0,48,45,45,18,18,0.400000
1X,25,500,R20,treeqmc_n1_v1.0.0,48,45,45,16,16,0.355556
1X,25,500,R2,treeqmc_n1_v1.0.0,48,45,45,16,16,0.355556
1X,25,500,R3,treeqmc_n1_v1.0.0,48,45,45,14,14,0.311111
1X,25,500,R4,treeqmc_n1_v1.0.0,48,45,45,14,14,0.311111
1X,25,500,R5,treeqmc_n1_v1.0.0,48,45,45,14,14,0.311111
1X,25,500,R6,treeqmc_n1_v1.0.0,48,45,45,12,12,0.266667
1X,25,500,R7,treeqmc_n1_v1.0.0,48,45,45,16,16,0.355556
1X,25,500,R8,treeqmc_n1_v1.0.0,48,45,45,13,13,0.288889
1X,25,500,R9,treeqmc_n1_v1.0.0,48,45,45,15,15,0.333333
1X,500,500,R10,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,500,500,R11,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,500,R12,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,500,R13,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,500,500,R14,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,500,500,R15,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,500,500,R16,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,500,500,R17,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,500,500,R18,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,500,500,R19,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,500,500,R1,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,500,R20,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,500,R2,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,500,500,R3,treeqmc_n1_v1.0.0,48,45,45,7,7,0.155556
1X,500,500,R4,treeqmc_n1_v1.0.0,48,45,45,5,5,0.111111
1X,500,500,R5,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,500,R6,treeqmc_n1_v1.0.0,48,45,45,8,8,0.177778
1X,500,500,R7,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,500,R8,treeqmc_n1_v1.0.0,48,45,45,4,4,0.088889
1X,500,500,R9,treeqmc_n1_v1.0.0,48,45,45,6,6,0.133333
1X,500,true,R10,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R11,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,500,true,R12,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R13,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,500,true,R14,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,500,true,R15,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R16,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R17,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
1X,500,true,R18,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R19,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,500,true,R1,treeqmc_n1_v1.0.0,48,45,45,3,3,0.066667
1X,500,true,R20,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,500,true,R2,treeqmc_n1_v1.0.0,48,45,45,1,1,0.022222
1X,500,true,R3,treeqmc_n1_v1.0.0,48,45,45,2,2,0.044444
